persona_item,category,confidence_score_init,source_interaction_type,source_object_id,source_timestamp,formatted_timestamp,source_hashtags,interaction_format,confidence_cross_referenced,relationship_type,related_personas,stereotype_mark,split,distractor_persona_item,distractor_category
Seeks practical parenting tips and hacks,parenting and child-rearing,0.7,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#parentinglife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Seeks practical parenting tips and hacks"", ""type"": ""similar""}]",neutral,test,Follows comedy creators and prank content,comedy and humor content
Enjoys humor that pokes fun at the chaos of parenting,parenting and child-rearing,0.72,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#parentinglife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys humor that pokes fun at the chaos of parenting"", ""type"": ""similar""}]",neutral,test,Spends time scrolling trending short-form video content,viral and trending social content
Feels validated by content about parenting struggles,parenting and child-rearing,0.65,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#parentinglife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Feels validated by content about parenting struggles"", ""type"": ""similar""}]",neutral,test,Identifies strongly with a community of mothers online,motherhood and parenting
Looks for relatable everyday parenting stories,parenting and child-rearing,0.7,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#parentinglife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Looks for relatable everyday parenting stories"", ""type"": ""similar""}]",neutral,test,Has or is close to young children and infants,babies and young children
Has or is close to young children and infants,babies and young children,0.76,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#kidlife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Has or is close to young children and infants"", ""type"": ""similar""}]",neutral,test,Has a sweet tooth and enjoys desserts,home cooking and food
Finds joy in sharing everyday moments of toddlers,babies and young children,0.65,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#kidlife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Finds joy in sharing everyday moments of toddlers"", ""type"": ""similar""}]",neutral,test,Interested in protective natural hair styles like braids and weaves,hair care and styling
Likely a parent navigating the early-childhood years,babies and young children,0.72,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#kidlife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Likely a parent navigating the early-childhood years"", ""type"": ""similar""}]",neutral,test,Seeks easy recipe inspiration online,home cooking and food
Gravitates toward content that mirrors everyday life experiences,relatable everyday content,0.72,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#relatable""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Gravitates toward content that mirrors everyday life experiences"", ""type"": ""similar""}]",neutral,test,Enjoys short-form comedy reels and viral funny clips,comedy and humor content
Finds comfort in 'that's so me' style posts,relatable everyday content,0.65,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#relatable""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Finds comfort in 'that's so me' style posts"", ""type"": ""similar""}]",neutral,test,Looks for relatable everyday parenting stories,parenting and child-rearing
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.8,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#humor""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,test,Follows hairstylists and salon professionals,hair care and styling
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.78,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#humor""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,test,Finds joy in sharing everyday moments of toddlers,babies and young children
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.62,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#humor""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,test,Seeks easy recipe inspiration online,home cooking and food
Follows comedy creators and prank content,comedy and humor content,0.6,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#humor""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,test,Invested in self-care routines and self-expression,self-care and personal wellness
Actively engaged in daily motherhood experiences,motherhood and parenting,0.82,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#momlife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Actively engaged in daily motherhood experiences"", ""type"": ""similar""}]",stereotypical,test,Seeks practical parenting tips and hacks,parenting and child-rearing
Parenting young children at home,motherhood and parenting,0.78,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#momlife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Parenting young children at home"", ""type"": ""similar""}]",neutral,test,Follows hairstylists and salon professionals,hair care and styling
Follows mom-oriented lifestyle content creators,motherhood and parenting,0.75,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#momlife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Follows mom-oriented lifestyle content creators"", ""type"": ""similar""}]",neutral,test,Likely wears or appreciates Black hair styling traditions,hair care and styling
"Values sharing candid, real-life parenting moments",motherhood and parenting,0.68,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#momlife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Values sharing candid, real-life parenting moments"", ""type"": ""similar""}]",neutral,test,Values close female friendships and squad bonding,friendship and squad dynamics
Identifies strongly with a community of mothers online,motherhood and parenting,0.72,implicit_positive,106662,1775795631,"04:33, 04/10/2026","[""#momlife""]",Facebook: stayed on an image for more than 5 seconds,1.0,similar,"[{""persona_item"": ""Identifies strongly with a community of mothers online"", ""type"": ""similar""}]",neutral,test,Deeply invested in hair care and styling routines,hair care and styling
Invested in romantic relationship content,romantic couple relationships,0.88,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#couplelife"", ""#datinglife"", ""#relationshipgoals""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Invested in romantic relationship content"", ""type"": ""similar""}]",neutral,test,"Enjoys wholesome, heartwarming feel-good content",heartwarming and feel-good content
Values long-term committed partnerships,romantic couple relationships,0.82,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#couplelife"", ""#datinglife"", ""#relationshipgoals""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Values long-term committed partnerships"", ""type"": ""similar""}]",neutral,test,Parenting young children at home,motherhood and parenting
Enjoys aspirational couple imagery and moments,romantic couple relationships,0.76,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#couplelife"", ""#datinglife"", ""#relationshipgoals""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Enjoys aspirational couple imagery and moments"", ""type"": ""similar""}]",neutral,test,Seeks easy recipe inspiration online,home cooking and food
Finds humor in everyday couple dynamics,romantic couple relationships,0.75,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#couplelife"", ""#datinglife"", ""#relationshipgoals""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Finds humor in everyday couple dynamics"", ""type"": ""similar""}]",neutral,test,Identifies strongly with a community of mothers online,motherhood and parenting
Gravitates toward content that mirrors everyday life experiences,relatable everyday content,0.77,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#relatable""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Gravitates toward content that mirrors everyday life experiences"", ""type"": ""similar""}]",neutral,test,Looks for relatable everyday parenting stories,parenting and child-rearing
Finds comfort in 'that's so me' style posts,relatable everyday content,0.7,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#relatable""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Finds comfort in 'that's so me' style posts"", ""type"": ""similar""}]",neutral,test,Enjoys short-form comedy reels and viral funny clips,comedy and humor content
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.85,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#funnyvideos""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,test,Finds humor in everyday couple dynamics,romantic couple relationships
Enjoys short-form comedy reels and viral funny clips,comedy and humor content,0.83,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#funnyvideos""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Enjoys short-form comedy reels and viral funny clips"", ""type"": ""similar""}]",neutral,test,Values cooking as an act of love and family care,home cooking and food
"Appreciates wholesome, light-hearted humor over edgy comedy",comedy and humor content,0.67,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#funnyvideos""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Appreciates wholesome, light-hearted humor over edgy comedy"", ""type"": ""similar""}]",neutral,test,Either runs or supports a small creator/service business,small-business and creator entrepreneurship
Follows comedy creators and prank content,comedy and humor content,0.65,explicit_positive,710405,1775795632,"04:33, 04/10/2026","[""#funnyvideos""]",Instagram: commented,1.0,similar,"[{""persona_item"": ""Follows comedy creators and prank content"", ""type"": ""similar""}]",neutral,test,Appreciates home decor and interior inspiration,home decor and DIY crafts
Enjoys content celebrating involved fatherhood,fatherhood and dad culture,0.6,explicit_positive,753944,1775795678,"04:34, 04/10/2026","[""#dadlife""]",Facebook: shared to friend(s),1.0,similar,"[{""persona_item"": ""Enjoys content celebrating involved fatherhood"", ""type"": ""similar""}]",neutral,test,Keeps up with fashion and personal style inspiration,"beauty, nails, and personal style"
Appreciates dad-oriented humor and family interplay,fatherhood and dad culture,0.63,explicit_positive,753944,1775795678,"04:34, 04/10/2026","[""#dadlife""]",Facebook: shared to friend(s),1.0,similar,"[{""persona_item"": ""Appreciates dad-oriented humor and family interplay"", ""type"": ""similar""}]",neutral,test,Interested in protective natural hair styles like braids and weaves,hair care and styling
Spends time scrolling trending short-form video content,viral and trending social content,0.8,explicit_positive,753944,1775795678,"04:34, 04/10/2026","[""#fyp"", ""#viral""]",Facebook: shared to friend(s),1.0,similar,"[{""persona_item"": ""Spends time scrolling trending short-form video content"", ""type"": ""similar""}]",neutral,test,Believes confidence and positivity are important daily practices,self-care and personal wellness
"Active across Instagram Reels, Threads, and similar platforms",viral and trending social content,0.76,explicit_positive,753944,1775795678,"04:34, 04/10/2026","[""#fyp"", ""#viral""]",Facebook: shared to friend(s),1.0,similar,"[{""persona_item"": ""Active across Instagram Reels, Threads, and similar platforms"", ""type"": ""similar""}]",neutral,test,Has a sweet tooth and enjoys desserts,home cooking and food
Uses humor content as a mood-lifter throughout the day,comedy and humor content,0.88,explicit_positive,753944,1775795678,"04:34, 04/10/2026","[""#comedy"", ""#funnyvideos""]",Facebook: shared to friend(s),1.0,similar,"[{""persona_item"": ""Uses humor content as a mood-lifter throughout the day"", ""type"": ""similar""}]",neutral,test,Follows content with 'book now' appointment calls-to-action,small-business and creator entrepreneurship
